id,order_date,customer_code,product_code,unit_price,quantity
84,2021-01-01T00:00:00Z,A0002,AN-690,329.22,5
85,2021-01-01T00:00:00Z,A0001,TF-426,923.42,5
86,2021-01-01T00:00:00Z,A0003,HM-942,630.19,3
87,2021-01-01T00:00:00Z,A0001,RS-209,687.40,3
88,2021-01-01T00:00:00Z,A0001,SJ-600,986.07,5
89,2021-01-01T00:00:00Z,A0003,JQ-560,155.65,5
90,2021-01-01T00:00:00Z,A0003,DX-526,772.32,5
91,2021-01-01T00:00:00Z,A0002,PB-111,608.95,3
92,2021-01-01T00:00:00Z,A0001,XC-342,598.24,5
93,2021-01-01T00:00:00Z,A0002,JD-652,666.45,1
94,2021-01-01T00:00:00Z,A0001,QG-606,452.09,3
95,2021-01-01T00:00:00Z,A0001,FG-898,645.26,5
96,2021-01-01T00:00:00Z,A0001,XQ-375,192.84,5
97,2021-01-01T00:00:00Z,A0003,JU-626,603.84,1
98,2021-01-01T00:00:00Z,A0003,UM-236,513.14,2
99,2021-01-01T00:00:00Z,A0002,TY-034,236.12,1
100,2021-01-01T00:00:00Z,A0003,CE-176,522.68,3
101,2021-01-01T00:00:00Z,A0001,AG-703,504.52,4
102,2021-01-01T00:00:00Z,A0003,TX-580,716.45,3
103,2021-01-01T00:00:00Z,A0003,PW-855,556.46,5
104,2021-01-01T00:00:00Z,A0003,TU-678,320.73,5
105,2021-01-01T00:00:00Z,A0001,QP-891,297.71,5
106,2021-01-01T00:00:00Z,A0001,OX-606,310.26,4
107,2021-01-01T00:00:00Z,A0003,NO-750,958.54,1
108,2021-01-01T00:00:00Z,A0002,HC-088,524.05,3
109,2021-01-01T00:00:00Z,A0002,DN-337,718.46,5
110,2021-01-01T00:00:00Z,A0001,HD-764,670.31,4
111,2021-01-01T00:00:00Z,A0001,PG-102,834.96,1
112,2021-01-01T00:00:00Z,A0002,JO-771,850.66,2
113,2021-01-01T00:00:00Z,A0003,KZ-122,281.44,2
114,2021-01-01T00:00:00Z,A0002,TJ-477,543.61,2
115,2021-01-01T00:00:00Z,A0001,IR-180,653.40,5
116,2021-01-01T00:00:00Z,A0002,YW-460,258.84,3
117,2021-01-01T00:00:00Z,A0003,YE-690,548.21,1
118,2021-01-01T00:00:00Z,A0002,XQ-213,225.31,2
119,2021-01-01T00:00:00Z,A0003,LW-375,322.03,4
120,2021-01-01T00:00:00Z,A0003,HF-269,782.48,2
121,2021-01-01T00:00:00Z,A0003,BY-575,723.30,1
122,2021-01-01T00:00:00Z,A0003,PI-406,594.04,2
123,2021-01-01T00:00:00Z,A0002,HX-335,437.14,2
124,2021-01-01T00:00:00Z,A0002,CL-192,962.70,1
125,2021-01-01T00:00:00Z,A0002,CZ-097,786.59,1
126,2021-01-01T00:00:00Z,A0001,ZY-113,639.49,1
127,2021-01-01T00:00:00Z,A0003,ZW-844,244.14,3
128,2021-01-01T00:00:00Z,A0003,SL-479,781.46,2
129,2021-01-01T00:00:00Z,A0003,LF-211,170.82,2
130,2021-01-01T00:00:00Z,A0001,PI-694,760.30,4
131,2021-01-01T00:00:00Z,A0003,XB-816,777.49,1
132,2021-01-01T00:00:00Z,A0002,UI-671,159.52,5
133,2021-01-01T00:00:00Z,A0001,WH-017,826.37,4
134,2021-01-01T00:00:00Z,A0003,OV-998,668.18,3
135,2021-01-01T00:00:00Z,A0001,BD-270,433.06,1
136,2021-01-01T00:00:00Z,A0002,CW-804,651.21,2
137,2021-01-01T00:00:00Z,A0001,FL-218,298.89,5
138,2021-01-01T00:00:00Z,A0003,PI-679,494.78,5
139,2021-01-01T00:00:00Z,A0002,YX-195,215.20,5
140,2021-01-01T00:00:00Z,A0003,JV-260,608.10,2
141,2021-01-01T00:00:00Z,A0001,DP-163,679.34,2
142,2021-01-01T00:00:00Z,A0001,UQ-875,915.00,2
143,2021-01-01T00:00:00Z,A0001,BU-535,944.27,2
144,2021-01-01T00:00:00Z,A0001,UN-509,124.89,5
145,2021-01-01T00:00:00Z,A0002,UN-468,128.91,1
146,2021-01-01T00:00:00Z,A0001,EN-334,871.82,3
147,2021-01-01T00:00:00Z,A0003,LU-074,913.12,1
148,2021-01-01T00:00:00Z,A0001,RN-153,967.52,4
149,2021-01-01T00:00:00Z,A0003,EY-519,346.59,4
150,2021-01-01T00:00:00Z,A0003,CY-779,406.21,1
151,2021-01-01T00:00:00Z,A0002,WV-985,327.93,3
152,2021-01-01T00:00:00Z,A0001,YR-573,629.16,5
153,2021-01-01T00:00:00Z,A0003,OA-814,311.38,1
154,2021-01-01T00:00:00Z,A0003,WL-373,248.45,2
155,2021-01-01T00:00:00Z,A0001,CZ-702,424.07,2
156,2021-01-01T00:00:00Z,A0002,PN-585,189.66,3
157,2021-01-01T00:00:00Z,A0003,JH-279,350.33,3
158,2021-01-01T00:00:00Z,A0003,NR-938,226.26,3
159,2021-01-01T00:00:00Z,A0002,JZ-461,126.27,2
160,2021-01-01T00:00:00Z,A0002,RY-961,748.32,5
161,2021-01-01T00:00:00Z,A0003,AC-448,275.70,2
162,2021-01-01T00:00:00Z,A0001,TB-199,722.51,1
163,2021-01-01T00:00:00Z,A0001,UB-717,115.94,5
164,2021-01-01T00:00:00Z,A0001,WJ-536,641.85,2
165,2021-01-01T00:00:00Z,A0003,KY-217,853.06,3
166,2021-01-01T00:00:00Z,A0003,GP-472,111.98,1
167,2021-01-01T00:00:00Z,A0001,FB-148,920.06,2
168,2021-01-01T00:00:00Z,A0001,BY-422,258.87,2
169,2021-01-01T00:00:00Z,A0002,NW-837,742.82,4
170,2021-01-01T00:00:00Z,A0003,MC-475,646.14,3
171,2021-01-01T00:00:00Z,A0003,KJ-863,735.00,4
172,2021-01-01T00:00:00Z,A0001,XB-287,283.63,5
173,2021-01-01T00:00:00Z,A0001,CX-586,474.11,5
174,2021-01-01T00:00:00Z,A0002,OZ-880,609.64,2
175,2021-01-01T00:00:00Z,A0003,DM-995,408.37,4
176,2021-01-01T00:00:00Z,A0003,ZR-239,476.96,3
177,2021-01-01T00:00:00Z,A0002,DV-048,487.69,5
178,2021-01-01T00:00:00Z,A0001,NB-898,725.04,3
179,2021-01-01T00:00:00Z,A0002,VI-051,769.09,5
180,2021-01-01T00:00:00Z,A0001,VF-456,380.50,4
181,2021-01-01T00:00:00Z,A0003,PY-633,481.64,1
182,2021-01-01T00:00:00Z,A0003,SL-813,946.68,5
183,2021-01-01T00:00:00Z,A0002,FY-504,105.26,1
184,2021-01-01T00:00:00Z,A0003,KN-327,518.22,5
185,2021-01-01T00:00:00Z,A0002,WV-514,106.73,3
186,2021-01-01T00:00:00Z,A0003,FC-185,584.64,2
187,2021-01-01T00:00:00Z,A0002,MN-719,639.88,1
188,2021-01-01T00:00:00Z,A0001,YC-025,653.56,3
189,2021-01-01T00:00:00Z,A0003,JM-131,792.94,5
190,2021-01-01T00:00:00Z,A0003,CA-239,727.73,4
191,2021-01-01T00:00:00Z,A0001,FY-734,990.25,5
192,2021-01-01T00:00:00Z,A0002,TC-687,641.58,1
193,2021-01-01T00:00:00Z,A0003,JP-241,565.75,2
194,2021-01-01T00:00:00Z,A0001,GA-905,899.68,1
195,2021-01-01T00:00:00Z,A0003,NE-982,169.48,1
196,2021-01-01T00:00:00Z,A0002,QA-859,750.74,4
197,2021-01-01T00:00:00Z,A0003,SR-706,542.09,3
198,2021-01-01T00:00:00Z,A0003,MR-415,768.27,1
199,2021-01-01T00:00:00Z,A0003,EO-940,627.86,4
200,2021-01-01T00:00:00Z,A0001,OV-365,192.75,5
201,2021-01-01T00:00:00Z,A0002,HT-861,109.83,5
202,2021-01-01T00:00:00Z,A0001,GD-299,543.73,3
203,2021-01-01T00:00:00Z,A0002,GU-213,314.15,5
204,2021-01-01T00:00:00Z,A0003,CF-017,369.58,4
205,2021-01-01T00:00:00Z,A0001,ZB-490,543.97,1
206,2021-01-01T00:00:00Z,A0003,UL-900,974.05,1
207,2021-01-01T00:00:00Z,A0003,KZ-316,200.93,2
208,2021-01-01T00:00:00Z,A0001,YS-197,839.02,2
209,2021-01-01T00:00:00Z,A0002,YJ-761,589.51,4
210,2021-01-01T00:00:00Z,A0003,XO-089,114.50,2
211,2021-01-01T00:00:00Z,A0002,ZX-110,938.97,1
212,2021-01-01T00:00:00Z,A0003,KZ-289,420.28,5
213,2021-01-01T00:00:00Z,A0001,LT-016,377.10,4
214,2021-01-01T00:00:00Z,A0003,IT-743,975.60,2
215,2021-01-01T00:00:00Z,A0002,RI-857,486.00,3
216,2021-01-01T00:00:00Z,A0002,MZ-240,138.01,1
217,2021-01-01T00:00:00Z,A0001,FG-103,271.28,1
218,2021-01-01T00:00:00Z,A0001,NA-737,905.94,4
219,2021-01-01T00:00:00Z,A0003,GF-720,654.09,4
220,2021-01-01T00:00:00Z,A0003,XT-392,454.71,5
221,2021-01-01T00:00:00Z,A0001,VC-098,666.26,3
222,2021-01-01T00:00:00Z,A0002,LC-538,300.16,2
223,2021-01-01T00:00:00Z,A0001,OZ-735,990.16,3
224,2021-01-01T00:00:00Z,A0001,HP-398,183.27,1
225,2021-01-01T00:00:00Z,A0001,OB-021,399.21,4
226,2021-01-01T00:00:00Z,A0001,QA-420,199.17,4
227,2021-01-01T00:00:00Z,A0001,YM-363,434.23,4
228,2021-01-01T00:00:00Z,A0003,TK-359,482.19,2
229,2021-01-01T00:00:00Z,A0003,TA-674,319.40,3
230,2021-01-01T00:00:00Z,A0002,KA-986,604.89,1
231,2021-01-01T00:00:00Z,A0002,LK-102,324.45,4
232,2021-01-01T00:00:00Z,A0002,LX-787,459.65,2
233,2021-01-01T00:00:00Z,A0001,KG-985,556.43,4
234,2021-01-01T00:00:00Z,A0002,UO-056,588.19,2
235,2021-01-01T00:00:00Z,A0002,RL-410,766.66,1
236,2021-01-01T00:00:00Z,A0001,QZ-931,338.68,1
237,2021-01-01T00:00:00Z,A0002,LC-789,460.40,5
238,2021-01-01T00:00:00Z,A0002,JS-598,812.66,1
239,2021-01-01T00:00:00Z,A0003,JG-247,475.93,3
240,2021-01-01T00:00:00Z,A0002,FR-739,448.20,1
241,2021-01-01T00:00:00Z,A0001,ZU-974,679.69,3
242,2021-01-01T00:00:00Z,A0003,PH-666,708.07,1
243,2021-01-01T00:00:00Z,A0003,QK-558,380.09,4
244,2021-01-01T00:00:00Z,A0002,ZL-153,372.27,2
245,2021-01-01T00:00:00Z,A0003,OK-239,863.48,5
246,2021-01-01T00:00:00Z,A0001,AU-114,837.03,5
247,2021-01-01T00:00:00Z,A0003,NF-272,184.71,3
248,2021-01-01T00:00:00Z,A0001,CQ-761,443.48,5
249,2021-01-01T00:00:00Z,A0001,RV-145,606.74,1
250,2021-01-01T00:00:00Z,A0002,AW-731,763.61,2
251,2021-01-01T00:00:00Z,A0001,DG-858,668.47,3
252,2021-01-01T00:00:00Z,A0003,EH-660,117.52,3
253,2021-01-01T00:00:00Z,A0002,HZ-350,250.49,1
254,2021-01-01T00:00:00Z,A0001,YH-310,617.60,2
255,2021-01-01T00:00:00Z,A0002,IE-540,870.22,4
256,2021-01-01T00:00:00Z,A0002,BD-445,746.62,3
257,2021-01-01T00:00:00Z,A0002,NR-130,178.66,5
258,2021-01-01T00:00:00Z,A0002,XS-746,438.40,1
259,2021-01-01T00:00:00Z,A0003,TM-245,366.95,5
260,2021-01-01T00:00:00Z,A0001,CQ-412,491.87,3
261,2021-01-01T00:00:00Z,A0003,XW-108,572.87,5
262,2021-01-01T00:00:00Z,A0003,RG-774,418.88,3
263,2021-01-01T00:00:00Z,A0002,JM-128,471.27,3
264,2021-01-01T00:00:00Z,A0003,EJ-458,447.48,5
265,2021-01-01T00:00:00Z,A0002,WA-491,279.50,2
266,2021-01-01T00:00:00Z,A0001,ZT-431,851.30,1
267,2021-01-01T00:00:00Z,A0003,RY-308,855.35,5
268,2021-01-01T00:00:00Z,A0001,AN-871,281.35,5
269,2021-01-01T00:00:00Z,A0003,QK-885,495.96,4
270,2021-01-01T00:00:00Z,A0002,EQ-137,225.04,1
271,2021-01-01T00:00:00Z,A0002,YM-142,516.37,1
272,2021-01-01T00:00:00Z,A0002,QE-697,213.08,5
273,2021-01-01T00:00:00Z,A0001,SB-369,937.20,1
274,2021-01-01T00:00:00Z,A0002,OU-807,429.96,4
275,2021-01-01T00:00:00Z,A0001,WD-781,508.46,1
276,2021-01-01T00:00:00Z,A0001,ZS-182,254.61,2
277,2021-01-01T00:00:00Z,A0001,NV-891,795.51,5
278,2021-01-01T00:00:00Z,A0001,HR-838,765.55,4
279,2021-01-01T00:00:00Z,A0002,KI-557,311.52,1
280,2021-01-01T00:00:00Z,A0003,QD-016,742.19,3
281,2021-01-01T00:00:00Z,A0002,WF-443,720.40,1
282,2021-01-01T00:00:00Z,A0001,FQ-910,179.98,1
283,2021-01-01T00:00:00Z,A0002,EY-011,960.75,3
284,2021-01-01T00:00:00Z,A0001,OW-388,362.15,5
285,2021-01-01T00:00:00Z,A0002,PS-873,856.22,2
286,2021-01-01T00:00:00Z,A0001,LM-974,456.21,3
287,2021-01-01T00:00:00Z,A0002,QH-018,241.64,4
288,2021-01-01T00:00:00Z,A0001,DA-802,954.75,4
289,2021-01-01T00:00:00Z,A0003,HQ-754,775.90,3
290,2021-01-01T00:00:00Z,A0002,SN-149,906.22,3
291,2021-01-01T00:00:00Z,A0001,IM-602,101.30,1
292,2021-01-01T00:00:00Z,A0001,OD-318,973.03,1
293,2021-01-01T00:00:00Z,A0001,TF-693,601.20,3
294,2021-01-01T00:00:00Z,A0003,KL-971,582.60,2
295,2021-01-01T00:00:00Z,A0001,GP-646,789.73,2
296,2021-01-01T00:00:00Z,A0003,AO-462,945.68,2
297,2021-01-01T00:00:00Z,A0002,PX-247,652.99,3
298,2021-01-01T00:00:00Z,A0001,PZ-218,952.44,2
299,2021-01-01T00:00:00Z,A0003,BH-805,646.44,2
300,2021-01-01T00:00:00Z,A0003,CS-354,900.42,5
301,2021-01-01T00:00:00Z,A0003,PR-146,292.57,2
302,2021-01-01T00:00:00Z,A0002,GK-399,767.51,3
303,2021-01-01T00:00:00Z,A0003,BY-943,817.21,4
304,2021-01-01T00:00:00Z,A0002,RI-910,450.24,1
305,2021-01-01T00:00:00Z,A0003,CV-671,828.14,4
306,2021-01-01T00:00:00Z,A0002,XY-749,622.13,4
307,2021-01-01T00:00:00Z,A0003,XK-328,323.23,1
308,2021-01-01T00:00:00Z,A0002,YE-992,236.41,2
309,2021-01-01T00:00:00Z,A0002,SF-217,133.21,1
310,2021-01-01T00:00:00Z,A0001,AP-130,942.21,1
311,2021-01-01T00:00:00Z,A0001,LG-056,757.42,1
312,2021-01-01T00:00:00Z,A0002,YZ-582,221.12,3
313,2021-01-01T00:00:00Z,A0001,EO-946,383.08,4
314,2021-01-01T00:00:00Z,A0003,HP-990,283.84,3
315,2021-01-01T00:00:00Z,A0002,LN-283,132.49,2
316,2021-01-01T00:00:00Z,A0003,XL-614,247.96,3
317,2021-01-01T00:00:00Z,A0002,DK-309,776.75,2
318,2021-01-01T00:00:00Z,A0003,MZ-143,195.90,4
319,2021-01-01T00:00:00Z,A0003,VK-106,602.90,2
320,2021-01-01T00:00:00Z,A0003,JN-290,990.18,3
321,2021-01-01T00:00:00Z,A0003,MD-863,376.57,3
322,2021-01-01T00:00:00Z,A0003,PW-986,785.04,4
323,2021-01-01T00:00:00Z,A0002,LV-139,344.20,1
324,2021-01-01T00:00:00Z,A0002,EV-804,724.29,3
325,2021-01-01T00:00:00Z,A0003,ST-904,505.44,1
326,2021-01-01T00:00:00Z,A0001,ML-263,854.06,4
327,2021-01-01T00:00:00Z,A0001,EU-569,859.08,5
328,2021-01-01T00:00:00Z,A0003,NI-989,925.76,1
329,2021-01-01T00:00:00Z,A0001,WB-253,181.60,5
330,2021-01-01T00:00:00Z,A0001,PA-400,143.26,4
331,2021-01-01T00:00:00Z,A0001,LQ-742,328.00,5
332,2021-01-01T00:00:00Z,A0002,EZ-143,612.28,4
333,2021-01-01T00:00:00Z,A0002,GK-971,364.75,1
334,2021-01-01T00:00:00Z,A0002,QL-507,921.39,5
335,2021-01-01T00:00:00Z,A0003,OS-557,172.59,3
336,2021-01-01T00:00:00Z,A0002,YG-297,821.22,1
337,2021-01-01T00:00:00Z,A0003,MY-896,471.93,5
338,2021-01-01T00:00:00Z,A0001,VK-770,971.95,4
339,2021-01-01T00:00:00Z,A0001,US-630,400.35,4
340,2021-01-01T00:00:00Z,A0001,IN-928,133.36,4
341,2021-01-01T00:00:00Z,A0003,CM-182,681.97,2
342,2021-01-01T00:00:00Z,A0003,XO-892,267.51,3
343,2021-01-01T00:00:00Z,A0001,DN-117,437.56,4
344,2021-01-01T00:00:00Z,A0003,AB-710,377.41,5
345,2021-01-01T00:00:00Z,A0003,RK-938,420.16,1
346,2021-01-01T00:00:00Z,A0002,UI-344,598.62,3
347,2021-01-01T00:00:00Z,A0001,ST-371,175.76,5
348,2021-01-01T00:00:00Z,A0003,MF-078,450.12,5
349,2021-01-01T00:00:00Z,A0002,BA-672,606.32,5
350,2021-01-01T00:00:00Z,A0001,LF-378,767.40,3
351,2021-01-01T00:00:00Z,A0001,QD-406,731.06,5
352,2021-01-01T00:00:00Z,A0002,UY-578,443.85,2
353,2021-01-01T00:00:00Z,A0001,HM-765,244.68,5
354,2021-01-01T00:00:00Z,A0003,EC-789,952.70,1
355,2021-01-01T00:00:00Z,A0001,YD-535,716.40,1
356,2021-01-01T00:00:00Z,A0003,CY-786,682.68,5
357,2021-01-01T00:00:00Z,A0003,ZF-667,636.98,4
358,2021-01-01T00:00:00Z,A0002,DX-889,447.18,4
359,2021-01-01T00:00:00Z,A0003,AO-428,759.93,2
360,2021-01-01T00:00:00Z,A0001,KJ-879,901.49,1
361,2021-01-01T00:00:00Z,A0001,MN-935,997.12,2
362,2021-01-01T00:00:00Z,A0003,MC-732,251.76,3
363,2021-01-01T00:00:00Z,A0002,AB-256,485.19,5
364,2021-01-01T00:00:00Z,A0003,NZ-874,939.32,1
365,2021-01-01T00:00:00Z,A0003,IC-601,503.88,5
366,2021-01-01T00:00:00Z,A0002,JT-743,657.57,3
367,2021-01-01T00:00:00Z,A0002,KJ-578,639.25,2
368,2021-01-01T00:00:00Z,A0002,KZ-312,880.84,2
369,2021-01-01T00:00:00Z,A0002,FK-198,746.99,2
370,2021-01-01T00:00:00Z,A0002,AP-670,913.03,5
371,2021-01-01T00:00:00Z,A0003,SJ-975,109.49,2
372,2021-01-01T00:00:00Z,A0002,KV-887,444.24,4
373,2021-01-01T00:00:00Z,A0002,FJ-805,162.24,1
374,2021-01-01T00:00:00Z,A0001,IQ-175,931.61,4
375,2021-01-01T00:00:00Z,A0003,OJ-678,912.32,2
376,2021-01-01T00:00:00Z,A0002,NS-454,282.24,4
377,2021-01-01T00:00:00Z,A0002,TA-542,472.48,4
378,2021-01-01T00:00:00Z,A0003,UA-279,596.84,2
379,2021-01-01T00:00:00Z,A0001,GS-788,514.08,3
380,2021-01-01T00:00:00Z,A0002,IF-441,794.62,2
381,2021-01-01T00:00:00Z,A0002,PI-745,287.30,5
382,2021-01-01T00:00:00Z,A0001,HU-999,774.77,4
383,2021-01-01T00:00:00Z,A0001,CP-750,772.90,1
384,2021-01-01T00:00:00Z,A0002,AZ-732,728.67,2
385,2021-01-01T00:00:00Z,A0003,TR-990,976.57,5
386,2021-01-01T00:00:00Z,A0001,HY-345,972.37,5
387,2021-01-01T00:00:00Z,A0002,AE-124,831.96,3
388,2021-01-01T00:00:00Z,A0001,NR-167,275.90,3
389,2021-01-01T00:00:00Z,A0003,GU-913,785.25,5
390,2021-01-01T00:00:00Z,A0003,MY-228,631.43,2
391,2021-01-01T00:00:00Z,A0003,MJ-855,350.82,5
392,2021-01-01T00:00:00Z,A0003,AP-280,277.06,2
393,2021-01-01T00:00:00Z,A0001,KM-371,922.87,4
394,2021-01-01T00:00:00Z,A0001,WI-331,826.45,2
395,2021-01-01T00:00:00Z,A0002,MJ-470,291.69,4
396,2021-01-01T00:00:00Z,A0003,EJ-177,437.22,1
397,2021-01-01T00:00:00Z,A0003,AK-766,784.48,2
398,2021-01-01T00:00:00Z,A0002,FV-810,114.94,4
399,2021-01-01T00:00:00Z,A0002,TK-029,395.90,3
400,2021-01-01T00:00:00Z,A0003,BH-671,350.79,2
401,2021-01-01T00:00:00Z,A0002,VH-677,741.80,3
402,2021-01-01T00:00:00Z,A0001,SF-024,472.42,1
403,2021-01-01T00:00:00Z,A0002,NA-698,724.75,5
404,2021-01-01T00:00:00Z,A0002,LW-292,625.29,3
405,2021-01-01T00:00:00Z,A0001,IE-438,170.09,2
406,2021-01-01T00:00:00Z,A0003,FB-525,140.80,2
407,2021-01-01T00:00:00Z,A0001,IR-646,858.26,5
408,2021-01-01T00:00:00Z,A0001,HP-686,947.99,5
409,2021-01-01T00:00:00Z,A0002,MA-394,282.39,5
410,2021-01-01T00:00:00Z,A0002,BZ-272,275.79,5
411,2021-01-01T00:00:00Z,A0001,EZ-284,316.11,1
412,2021-01-01T00:00:00Z,A0003,BP-602,302.87,5
413,2021-01-01T00:00:00Z,A0002,OZ-410,716.50,1
414,2021-01-01T00:00:00Z,A0002,TI-451,232.18,4
415,2021-01-01T00:00:00Z,A0003,JK-102,649.75,5
416,2021-01-01T00:00:00Z,A0003,EB-990,661.84,2
417,2021-01-01T00:00:00Z,A0001,VU-269,886.31,5
418,2021-01-01T00:00:00Z,A0001,MA-995,436.40,2
419,2021-01-01T00:00:00Z,A0003,YC-068,268.98,2
420,2021-01-01T00:00:00Z,A0002,KD-309,503.57,4
421,2021-01-01T00:00:00Z,A0001,UI-002,506.61,4
422,2021-01-01T00:00:00Z,A0002,UO-012,662.70,3
423,2021-01-01T00:00:00Z,A0001,IT-994,726.80,1
424,2021-01-01T00:00:00Z,A0002,HL-234,123.22,3
425,2021-01-01T00:00:00Z,A0002,WM-943,312.25,4
426,2021-01-01T00:00:00Z,A0002,CF-000,491.31,5
427,2021-01-01T00:00:00Z,A0001,JB-910,795.00,5
428,2021-01-01T00:00:00Z,A0003,SP-615,596.35,2
429,2021-01-01T00:00:00Z,A0002,BU-524,333.81,5
430,2021-01-01T00:00:00Z,A0003,JL-214,407.40,1
431,2021-01-01T00:00:00Z,A0003,LU-723,736.21,5
432,2021-01-01T00:00:00Z,A0002,OZ-609,346.35,2
433,2021-01-01T00:00:00Z,A0002,FI-127,363.74,2
